File Name, Density of Comments
KeyedValue.java, 0.8518518518518519
KeyedValueComparator.java, 0.4303030303030303
KeyedValueComparatorType.java, 0.9122807017543859
KeyedValues.java, 0.8350515463917526
KeyedValues2D.java, 0.7982456140350878
KeyedValues2DItemKey.java, 0.46794871794871795
KeyedValuesItemKey.java, 0.5128205128205128
KeyToGroupMap.java, 0.43042071197411
Range.java, 0.5154185022026432
RangeInfo.java, 0.8421052631578947
RangeType.java, 0.9152542372881356
UnknownKeyException.java, 0.8245614035087719
Value.java, 0.8571428571428571
Values.java, 0.84375
Values2D.java, 0.84
CategoryDataset.java, 0.8428571428571429
CategoryRangeInfo.java, 0.8208955223880597
CategoryToPieDataset.java, 0.4783950617283951
DefaultCategoryDataset.java, 0.6081081081081081
DefaultIntervalCategoryDataset.java, 0.45848822800495664
IntervalCategoryDataset.java, 0.8404255319148937
SlidingCategoryDataset.java, 0.5372340425531915
DefaultFlowDataset.java, 0.4654255319148936
FlowDataset.java, 0.7956204379562044
FlowDatasetUtils.java, 0.49029126213592233
FlowKey.java, 0.5549132947976878
NodeKey.java, 0.5714285714285714
package-info.java, 0.75
Function2D.java, 0.8620689655172413
LineFunction2D.java, 0.6240601503759399
NormalDistributionFunction2D.java, 0.6041666666666666
PolynomialFunction2D.java, 0.6328125
PowerFunction2D.java, 0.6240601503759399
GanttCategoryDataset.java, 0.8333333333333334
SlidingGanttCategoryDataset.java, 0.5167173252279635
Task.java, 0.55078125
TaskSeries.java, 0.5323383084577115
TaskSeriesCollection.java, 0.4679300291545189
XYTaskDataset.java, 0.511340206185567
AbstractDataset.java, 0.6458333333333334
AbstractSeriesDataset.java, 0.6727272727272727
Dataset.java, 0.8387096774193549
DatasetChangeEvent.java, 0.8023255813953488
DatasetChangeListener.java, 0.8387096774193549
DatasetUtils.java, 0.3548915268112976
DefaultHeatMapDataset.java, 0.5522388059701493
DefaultKeyedValueDataset.java, 0.5404040404040404
DefaultKeyedValues2DDataset.java, 0.828125
DefaultKeyedValuesDataset.java, 0.8823529411764706
DefaultPieDataset.java, 0.56657223796034
DefaultValueDataset.java, 0.6338028169014085
HeatMapDataset.java, 0.8311688311688312
HeatMapUtils.java, 0.5433070866141733
KeyedValueDataset.java, 0.8269230769230769
KeyedValues2DDataset.java, 0.8269230769230769
KeyedValuesDataset.java, 0.8297872340425532
PieDataset.java, 0.8461538461538461
Series.java, 0.6172839506172839
SeriesChangeEvent.java, 0.796875
SeriesChangeListener.java, 0.8305084745762712
SeriesDataset.java, 0.788235294117647
SeriesException.java, 0.8125
ValueDataset.java, 0.8269230769230769
WaferMapDataset.java, 0.5732899022801303
CSV.java, 0.46766169154228854
JSONUtils.java, 0.4336734693877551
package-info.java, 0.75
JSONArray.java, 0.45569620253164556
JSONAware.java, 0.8043478260869565
JSONObject.java, 0.46632124352331605
JSONStreamAware.java, 0.7547169811320755
JSONValue.java, 0.4619883040935672
package-info.java, 0.75
DataPackageResources.java, 0.8285714285714286
DataPackageResources_de.java, 0.8285714285714286
DataPackageResources_es.java, 0.8309859154929577
DataPackageResources_fr.java, 0.8260869565217391
DataPackageResources_pl.java, 0.8309859154929577
DataPackageResources_ru.java, 0.8208955223880597
BoxAndWhiskerCalculator.java, 0.40454545454545454
BoxAndWhiskerCategoryDataset.java, 0.8049792531120332
BoxAndWhiskerItem.java, 0.5337837837837838
BoxAndWhiskerXYDataset.java, 0.8176795580110497
DefaultBoxAndWhiskerCategoryDataset.java, 0.49893162393162394
DefaultBoxAndWhiskerXYDataset.java, 0.5238938053097345
DefaultMultiValueCategoryDataset.java, 0.44552058111380144
DefaultStatisticalCategoryDataset.java, 0.4538152610441767
HistogramBin.java, 0.5895953757225434
HistogramDataset.java, 0.5170340681362725
HistogramType.java, 0.9137931034482759
MeanAndStandardDeviation.java, 0.5833333333333334
MultiValueCategoryDataset.java, 0.7945205479452054
Regression.java, 0.296398891966759
SimpleHistogramBin.java, 0.4875444839857651
SimpleHistogramDataset.java, 0.5521472392638037
StatisticalCategoryDataset.java, 0.797752808988764
Statistics.java, 0.40969162995594716
DateRange.java, 0.6646341463414634
Day.java, 0.5567226890756303
DynamicTimeSeriesCollection.java, 0.5253164556962026
FixedMillisecond.java, 0.5257731958762887
Hour.java, 0.5371900826446281
Millisecond.java, 0.5188470066518847
Minute.java, 0.5212981744421906
Month.java, 0.49812734082397003
MovingAverage.java, 0.39104477611940297
Quarter.java, 0.5439672801635992
RegularTimePeriod.java, 0.6452442159383034
Second.java, 0.5173913043478261
SimpleTimePeriod.java, 0.5345622119815668
TimePeriod.java, 0.8095238095238095
TimePeriodAnchor.java, 0.9074074074074074
TimePeriodFormatException.java, 0.8113207547169812
TimePeriodValue.java, 0.5775401069518716
TimePeriodValues.java, 0.46709129511677283
TimePeriodValuesCollection.java, 0.4663677130044843
TimeSeries.java, 0.4606741573033708
TimeSeriesCollection.java, 0.484593837535014
TimeSeriesDataItem.java, 0.6280193236714976
